LAYER,MAP_NAME,<span_styl,<span_sty1,<span_sty2,<span_sty3,<span_sty4,<span_sty5,<span_sty6,Average,<span_sty8,<span_sty9,<span_st10,CLOSED,BORDER_STY,BORDER_COL,BORDER_WID,FILL_STYLE,Table_No,Module_No,Latitude,Longitude,Min_Temp,Max_Temp,photo,filename,directory,altitude,direction,rotation,longitude_,latitude_2,timestamp,n,distance,feature_x,feature_y,nearest_x,nearest_y
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T201,"(1, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51084,28.42988,34.15,31.44,38.71,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_42988_-15_51084_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T201,"(1, 12)",-15.51348879,28.42985821,31.44,38.71,E:\AT\Zambia_RGB\DJI_20231014085213_0169_W.JPG,DJI_20231014085213_0169_W,E:\AT\Zambia_RGB,1366.38,,0,28.42985831,-15.51346814,52:13.0,1,1.974862689,653361.2248,-1715633.018,653361.2231,-1715631.043
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T20,"(9, 1)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51202,28.42778,38.22,29.36,43.41,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_42778_-15_51202_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T20,"(9, 1)",-15.51466565,28.42775583,29.36,43.41,E:\AT\Zambia_RGB\DJI_20231015110809_0216_W.JPG,DJI_20231015110809_0216_W,E:\AT\Zambia_RGB,1358.28,,0,28.42774803,-15.51468342,08:09.0,1,1.667640563,653134.1882,-1715762.34,653133.9459,-1715763.99
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T191,"(12, 3)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51064,28.42994,53.88,42.89,61.76,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_42994_-15_51064_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T191,"(12, 3)",-15.51328911,28.42992587,42.89,61.76,E:\AT\Zambia_RGB\DJI_20231013113252_0039_W.JPG,DJI_20231013113252_0039_W,E:\AT\Zambia_RGB,1367.33,,0,28.42993344,-15.51326678,32:52.0,1,2.16632037,653369.2115,-1715610.973,653369.4324,-1715608.818
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T191,"(6, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51061,28.43008,46.63,36.57,51.43,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_43008_-15_51061_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T191,"(6, 15)",-15.51325654,28.43006192,36.57,51.43,E:\AT\Zambia_RGB\DJI_20231013113302_0044_W.JPG,DJI_20231013113302_0044_W,E:\AT\Zambia_RGB,1367.27,,0,28.43007408,-15.51326572,33:02.0,1,0.993128551,653383.8314,-1715608.087,653384.5203,-1715608.802
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T190,"(10, 9)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51063,28.43018,49.31,41.15,54.87,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_43018_-15_51063_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T190,"(10, 9)",-15.51327704,28.43016564,41.15,54.87,E:\AT\Zambia_RGB\DJI_20231013113308_0047_W.JPG,DJI_20231013113308_0047_W,E:\AT\Zambia_RGB,1367.32,,0,28.43015942,-15.51326575,33:08.0,1,0.945711584,653393.7247,-1715609.811,653393.6745,-1715608.866
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T189,"(8, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51062,28.43042,46.47,38.58,51.09,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_43042_-15_51062_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T189,"(8, 15)",-15.51326478,28.43040451,38.58,51.09,E:\AT\Zambia_RGB\DJI_20231013113326_0056_W.JPG,DJI_20231013113326_0056_W,E:\AT\Zambia_RGB,1367.37,,0,28.43041147,-15.51326583,33:26.0,1,0.135383334,653420.5784,-1715609.056,653420.7138,-1715609.056
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T181,"(9, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51045,28.43041,48.7,41.94,53.95,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_43041_-15_51045_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T181,"(9, 14)",-15.51309862,28.43039165,41.94,53.95,E:\AT\Zambia_RGB\DJI_20231013110555_0219_W.JPG,DJI_20231013110555_0219_W,E:\AT\Zambia_RGB,1357.4,,0,28.43039072,-15.513114,05:55.0,1,1.39067901,653418.5989,-1715590.852,653418.6001,-1715592.242
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T180,"(10, 13)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51037,28.4304,44.65,38.41,49.43,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_43040_-15_51037_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T180,"(10, 13)",-15.51301784,28.43038212,38.41,49.43,E:\AT\Zambia_RGB\DJI_20231013104518_0614_W.JPG,DJI_20231013104518_0614_W,E:\AT\Zambia_RGB,1357.23,,0,28.43039289,-15.51301186,45:18.0,1,0.649601862,653418.3569,-1715581.287,653418.908,-1715580.943
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T180,"(11, 7)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51038,28.43033,46.59,38.02,51.71,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_43033_-15_51038_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T180,"(11, 7)",-15.51302382,28.43031351,38.02,51.71,E:\AT\Zambia_RGB\DJI_20231013104524_0617_W.JPG,DJI_20231013104524_0617_W,E:\AT\Zambia_RGB,1357.18,,0,28.43030836,-15.51301275,45:24.0,1,0.919302789,653409.8403,-1715581.901,653409.8395,-1715580.981
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T180,"(8, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51036,28.43039,43.84,37.68,48.36,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_43039_-15_51036_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T180,"(8, 12)",-15.51300733,28.43037006,37.68,48.36,E:\AT\Zambia_RGB\DJI_20231013104520_0615_W.JPG,DJI_20231013104520_0615_W,E:\AT\Zambia_RGB,1357.18,,0,28.43036664,-15.51301194,45:20.0,1,0.197758983,653416.0917,-1715580.736,653416.0919,-1715580.934
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T179,"(11, 6)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51038,28.43015,48.76,39.87,55.14,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_43015_-15_51038_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T179,"(11, 6)",-15.51302487,28.43013023,39.87,55.14,E:\AT\Zambia_RGB\DJI_20231013104536_0623_W.JPG,DJI_20231013104536_0623_W,E:\AT\Zambia_RGB,1357.17,,0,28.43014072,-15.51301264,45:36.0,1,1.160352364,653391.3316,-1715581.884,653391.856,-1715580.849
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T178,"(10, 7)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51038,28.42999,42.45,36.2,46.8,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_42999_-15_51038_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T178,"(10, 7)",-15.51302109,28.42997015,36.2,46.8,E:\AT\Zambia_RGB\DJI_20231013104548_0629_W.JPG,DJI_20231013104548_0629_W,E:\AT\Zambia_RGB,1357.15,,0,28.42997214,-15.51301278,45:48.0,1,0.608654866,653373.7715,-1715581.352,653373.771,-1715580.743
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T164,"(1, 4)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51085,28.42866,33.14,30.6,34.53,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_42866_-15_51085_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T164,"(1, 4)",-15.51349776,28.42863776,30.6,34.53,E:\AT\Zambia_RGB\DJI_20231014090855_0661_W.JPG,DJI_20231014090855_0661_W,E:\AT\Zambia_RGB,1366.34,,0,28.42864358,-15.51351861,08:55.0,1,2.002253639,653230.8744,-1715633.755,653230.876,-1715635.757
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T156,"(12, 1)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51099,28.42914,39.01,31.11,43.68,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_42914_-15_51099_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T156,"(12, 1)",-15.51363949,28.42911796,31.11,43.68,E:\AT\Zambia_RGB\DJI_20231014093032_0348_W.JPG,DJI_20231014093032_0348_W,E:\AT\Zambia_RGB,1365.88,,0,28.42912425,-15.51362131,30:32.0,1,1.699406716,653282.2847,-1715649.161,653282.3639,-1715647.463
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T152,"(8, 1)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51098,28.42845,39.96,28.32,43.85,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_42845_-15_51098_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T152,"(8, 1)",-15.51362381,28.42843232,28.32,43.85,E:\AT\Zambia_RGB\DJI_20231014093122_0373_W.JPG,DJI_20231014093122_0373_W,E:\AT\Zambia_RGB,1365.9,,0,28.42842178,-15.51362028,31:22.0,1,0.527385412,653207.5266,-1715646.936,653207.0067,-1715646.847
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T152,"(3, 7)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51095,28.42852,42.1,35.11,45.89,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_42852_-15_51095_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T152,"(3, 7)",-15.51359572,28.42850055,35.11,45.89,E:\AT\Zambia_RGB\DJI_20231014093116_0370_W.JPG,DJI_20231014093116_0370_W,E:\AT\Zambia_RGB,1365.87,,0,28.42850578,-15.51362067,31:16.0,1,2.454917089,653216.0156,-1715644.495,653216.0176,-1715646.95
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T15,"(5, 6)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51208,28.42783,38.05,33.79,42.27,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_42783_-15_51208_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T15,"(5, 6)",-15.51472893,28.42781322,33.79,42.27,E:\AT\Zambia_RGB\DJI_20231015113227_0017_W.JPG,DJI_20231015113227_0017_W,E:\AT\Zambia_RGB,1358.24,,0,28.42781231,-15.51473422,32:27.0,1,0.27514424,653140.8035,-1715769.382,653140.8038,-1715769.657
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T14,"(11, 2)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51211,28.42796,39.38,34.74,41.58,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_42796_-15_51211_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T14,"(11, 2)",-15.51476184,28.42794111,34.74,41.58,E:\AT\Zambia_RGB\DJI_20231015113354_0061_W.JPG,DJI_20231015113354_0061_W,E:\AT\Zambia_RGB,1358.23,,0,28.42794164,-15.51478592,33:54.0,1,2.354572277,653154.6379,-1715773.114,653154.6398,-1715775.469
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T101,"(10, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5115,28.42875,44.89,37.65,50.37,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_42875_-15_51150_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T101,"(10, 12)",-15.51414719,28.42873066,37.65,50.37,E:\AT\Zambia_RGB\DJI_20231014115655_0273_W.JPG,DJI_20231014115655_0273_W,E:\AT\Zambia_RGB,1368,,0,28.42873978,-15.51412681,56:55.0,1,1.976272382,653240.3645,-1715705.055,653240.7464,-1715703.116
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T127,"(12, 2)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51125,28.42915,41.14,30.89,45.86,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_42915_-15_51125_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T127,"(12, 2)",-15.51389791,28.42913149,30.89,45.86,E:\AT\Zambia_RGB\DJI_20231014102212_0065_W.JPG,DJI_20231014102212_0065_W,E:\AT\Zambia_RGB,1355.73,,0,28.4291235,-15.51387383,22:12.0,1,2.371855629,653282.3273,-1715677.763,653282.097,-1715675.402
Unknown Area Type,Broken_Glass (1).kml,BLOCK-11,B11/T144,"(12, 11)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51108,28.42959,32.67,28.6,37.13,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-11/28_42959_-15_51108_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B11/T144,"(12, 11)",-15.51372384,28.42957585,28.6,37.13,E:\AT\Zambia_RGB\DJI_20231014095350_0118_W.JPG,DJI_20231014095350_0118_W,E:\AT\Zambia_RGB,1355.14,,0,28.4295825,-15.51372181,53:50.0,1,0.10584921,653331.3428,-1715658.911,653331.4486,-1715658.911
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T104,"(2, 9)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51301,28.42839,42.43,35.11,44.6,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42839_-15_51301_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T104,"(2, 9)",-15.51565604,28.42836823,35.11,44.6,E:\AT\Zambia_RGB\DJI_20231016103757_0181_W.JPG,DJI_20231016103757_0181_W,E:\AT\Zambia_RGB,1372.09,,0,28.42836831,-15.51564544,37:57.0,1,0.862587767,653199.7768,-1715871.734,653199.7761,-1715870.871
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T113,"(3, 9)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51292,28.42907,43.89,31.26,47.63,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42907_-15_51292_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T113,"(3, 9)",-15.51556948,28.42905469,31.26,47.63,E:\AT\Zambia_RGB\DJI_20231016101204_0316_W.JPG,DJI_20231016101204_0316_W,E:\AT\Zambia_RGB,1372.03,,0,28.42906953,-15.51554553,12:04.0,1,2.534829931,653274.0728,-1715862.648,653275.0729,-1715860.319
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T114,"(1, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51291,28.42931,44.96,38.37,54.1,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42931_-15_51291_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T114,"(1, 15)",-15.5155561,28.42929416,38.37,54.1,E:\AT\Zambia_RGB\DJI_20231016101148_0308_W.JPG,DJI_20231016101148_0308_W,E:\AT\Zambia_RGB,1372.01,,0,28.42929578,-15.51554525,11:48.0,1,0.889380718,653299.3447,-1715861.339,653299.344,-1715860.45
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T138,"(1, 2)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51265,28.42916,42.23,37.09,49.08,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42916_-15_51265_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T138,"(1, 2)",-15.51529994,28.42914378,37.09,49.08,E:\AT\Zambia_RGB\DJI_20231015140831_0047_W.JPG,DJI_20231015140831_0047_W,E:\AT\Zambia_RGB,1376.06,,0,28.42915197,-15.51529139,08:31.0,1,0.688329995,653283.8277,-1715832.89,653284.1048,-1715832.26
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T147,"(6, 9)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5126,28.42787,37.94,32.93,42.85,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42787_-15_51260_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T147,"(6, 9)",-15.51525098,28.42785139,32.93,42.85,E:\AT\Zambia_RGB\DJI_20231015140048_0686_W.JPG,DJI_20231015140048_0686_W,E:\AT\Zambia_RGB,1375.95,,0,28.4278595,-15.51524197,00:48.0,1,0.73083357,653145.2248,-1715826.548,653145.492,-1715825.868
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T190,"(7, 9)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51235,28.42804,38.02,29.35,41.83,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42804_-15_51235_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T190,"(7, 9)",-15.51500026,28.42802117,29.35,41.83,E:\AT\Zambia_RGB\DJI_20231015122130_0555_W.JPG,DJI_20231015122130_0555_W,E:\AT\Zambia_RGB,1360.81,,0,28.42801528,-15.51498678,21:30.0,1,1.186476309,653162.4049,-1715798.931,653162.3912,-1715797.745
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T190,"(2, 11)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51232,28.42806,43.01,32.97,45.13,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42806_-15_51232_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T190,"(2, 11)",-15.5149722,28.42804305,32.97,45.13,E:\AT\Zambia_RGB\DJI_20231015122132_0556_W.JPG,DJI_20231015122132_0556_W,E:\AT\Zambia_RGB,1360.84,,0,28.42804375,-15.51498689,21:32.0,1,1.315724537,653165.4444,-1715796.461,653165.4455,-1715797.777
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T190,"(12, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51238,28.42807,42.56,30.47,46.95,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42807_-15_51238_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T190,"(12, 12)",-15.51502726,28.42805533,30.47,46.95,E:\AT\Zambia_RGB\DJI_20231015125400_0324_W.JPG,DJI_20231015125400_0324_W,E:\AT\Zambia_RGB,1376.2,,0,28.42806431,-15.51503872,54:00.0,1,1.025447767,653167.267,-1715802.561,653167.6123,-1715803.527
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T190,"(8, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51236,28.42807,39.95,32.97,42.77,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42807_-15_51236_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T190,"(8, 12)",-15.51500551,28.42805531,32.97,42.77,E:\AT\Zambia_RGB\DJI_20231015122132_0556_W.JPG,DJI_20231015122132_0556_W,E:\AT\Zambia_RGB,1360.84,,0,28.42804375,-15.51498689,21:32.0,1,1.864942767,653166.0636,-1715799.537,653165.4455,-1715797.777
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T199,"(2, 5)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51223,28.42868,45.15,39.64,48.12,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42868_-15_51223_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T199,"(2, 5)",-15.51487852,28.42866103,39.64,48.12,E:\AT\Zambia_RGB\DJI_20231015115233_0621_W.JPG,DJI_20231015115233_0621_W,E:\AT\Zambia_RGB,1358.19,,0,28.42867639,-15.51483489,52:33.0,1,4.631967919,653232.3519,-1715785.919,653233.4238,-1715781.413
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T211,"(6, 13)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51217,28.42791,39.94,31.54,47.09,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42791_-15_51217_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T211,"(6, 13)",-15.51482002,28.42789509,31.54,47.09,E:\AT\Zambia_RGB\DJI_20231015115329_0649_W.JPG,DJI_20231015115329_0649_W,E:\AT\Zambia_RGB,1358.27,,0,28.42789272,-15.51483692,53:29.0,1,1.557470751,653149.3534,-1715779.519,653149.3547,-1715781.076
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T26,"(6, 11)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5138,28.42859,43.43,31.35,49.39,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42859_-15_51380_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T26,"(6, 11)",-15.51644902,28.42856889,31.35,49.39,E:\AT\Zambia_RGB\DJI_20231017144747_0215_W.JPG,DJI_20231017144747_0215_W,E:\AT\Zambia_RGB,1371.5,,0,28.42856842,-15.51645722,47:47.0,1,0.597030687,653220.6432,-1715960.232,653220.6437,-1715960.829
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T31,"(2, 8)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51377,28.42941,43.41,29.89,46.91,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42941_-15_51377_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T31,"(2, 8)",-15.5164211,28.42939427,29.89,46.91,E:\AT\Zambia_RGB\DJI_20231018121712_0049_W.JPG,DJI_20231018121712_0049_W,E:\AT\Zambia_RGB,1369.18,,0,28.42940433,-15.51641025,17:12.0,1,1.004156203,653309.8732,-1715957.114,653310.3504,-1715956.23
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T32,"(9, 7)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51381,28.42957,41.64,31.42,47.17,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42957_-15_51381_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T32,"(9, 7)",-15.51645799,28.42955347,31.42,47.17,E:\AT\Zambia_RGB\DJI_20231017144636_0180_W.JPG,DJI_20231017144636_0180_W,E:\AT\Zambia_RGB,1371.58,,0,28.42954864,-15.51645656,46:36.0,1,0,653325.7964,-1715961.457,653325.7964,-1715961.457
Unknown Area Type,Broken_Glass (1).kml,BLOCK-12,B12/T42,"(12, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51366,28.4286,39.19,33.79,43.2,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-12/28_42860_-15_51366_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B12/T42,"(12, 12)",-15.5163084,28.42857937,33.79,43.2,E:\AT\Zambia_RGB\DJI_20231017135829_0606_W.JPG,DJI_20231017135829_0606_W,E:\AT\Zambia_RGB,1391.6,,0,28.42858894,-15.51630558,58:29.0,1,0.420753911,653222.5369,-1715944.067,653222.9577,-1715944.067
