LAYER,MAP_NAME,<span_styl,<span_sty1,<span_sty2,<span_sty3,<span_sty4,<span_sty5,<span_sty6,Average,<span_sty8,<span_sty9,<span_st10,CLOSED,BORDER_STY,BORDER_COL,BORDER_WID,FILL_STYLE,Table_No,Module_No,Latitude,Longitude,Min_Temp,Max_Temp,photo,filename,directory,altitude,direction,rotation,longitude_,latitude_2,timestamp,n,distance,feature_x,feature_y,nearest_x,nearest_y
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T183,"(10, 8)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51291,28.43579,40.6,32.13,50.97,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43579_-15_51291_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T183,"(10, 8)",-15.51555892,28.43578522,32.13,50.97,E:\AT\Zambia_RGB\DJI_20231016100404_0076_W.JPG,DJI_20231016100404_0076_W,E:\AT\Zambia_RGB,1372.03,,0,28.43578833,-15.51554494,04:04.0,1,1.234012274,653995.8308,-1715866.309,653995.8297,-1715865.075
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T151,"(10, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5131,28.43447,43.36,36.02,47.98,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43447_-15_51310_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T151,"(10, 12)",-15.51574222,28.43445936,36.02,47.98,E:\AT\Zambia_RGB\DJI_20231016105044_0565_W.JPG,DJI_20231016105044_0565_W,E:\AT\Zambia_RGB,1371.91,,0,28.43447239,-15.51574739,50:44.0,1,0.829398322,653853.7288,-1715886.255,653854.5123,-1715886.528
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T72,"(3, 4)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51373,28.43593,41.23,29.12,44.84,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43593_-15_51373_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T72,"(3, 4)",-15.51637907,28.43591747,29.12,44.84,E:\AT\Zambia_RGB\DJI_20231017141208_0148_W.JPG,DJI_20231017141208_0148_W,E:\AT\Zambia_RGB,1390.63,,0,28.43590675,-15.51635567,12:08.0,1,2.346307435,654008.4533,-1715957.146,654007.9314,-1715954.858
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(1, 7)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51416,28.43425,41.71,30.15,46.19,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43425_-15_51416_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(1, 7)",-15.5168099,28.43423895,30.15,46.19,E:\AT\Zambia_RGB\DJI_20231018135141_0211_W.JPG,DJI_20231018135141_0211_W,E:\AT\Zambia_RGB,1371.86,,0,28.43423136,-15.51681508,51:41.0,1,0.330805143,653828.0726,-1716004.226,653827.865,-1716004.483
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(2, 5)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51417,28.43423,43.54,35.28,54.49,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43423_-15_51417_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(2, 5)",-15.51681567,28.43421624,35.28,54.49,E:\AT\Zambia_RGB\DJI_20231018135139_0210_W.JPG,DJI_20231018135139_0210_W,E:\AT\Zambia_RGB,1371.91,,0,28.43420447,-15.51681569,51:39.0,1,0.651925185,653825.632,-1716004.531,653824.9801,-1716004.532
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(5, 5)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51419,28.43423,43.42,34.12,60.9,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43423_-15_51419_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(5, 5)",-15.51683246,28.43421637,34.12,60.9,E:\AT\Zambia_RGB\DJI_20231018135139_0210_W.JPG,DJI_20231018135139_0210_W,E:\AT\Zambia_RGB,1371.91,,0,28.43420447,-15.51681569,51:39.0,1,1.686009842,653825.6332,-1716006.086,653824.9801,-1716004.532
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(7, 5)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5142,28.43423,43.37,31.58,58.9,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43423_-15_51420_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(7, 5)",-15.51684366,28.43421645,31.58,58.9,E:\AT\Zambia_RGB\DJI_20231018135614_0348_W.JPG,DJI_20231018135614_0348_W,E:\AT\Zambia_RGB,1371.87,,0,28.43422044,-15.51686592,56:14.0,1,2.156375624,653826.6545,-1716007.943,653826.6562,-1716010.1
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(10, 4)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51421,28.43421,42.44,33.67,63.38,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43421_-15_51421_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(10, 4)",-15.51686053,28.43420521,33.67,63.38,E:\AT\Zambia_RGB\DJI_20231018135616_0349_W.JPG,DJI_20231018135616_0349_W,E:\AT\Zambia_RGB,1371.86,,0,28.43419225,-15.51686561,56:16.0,1,0.82053275,653824.4159,-1716009.803,653823.6319,-1716010.046
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(12, 5)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51422,28.43422,38.51,26.75,46.34,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43422_-15_51422_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(12, 5)",-15.51687165,28.43421667,26.75,46.34,E:\AT\Zambia_RGB\DJI_20231018135614_0348_W.JPG,DJI_20231018135614_0348_W,E:\AT\Zambia_RGB,1371.87,,0,28.43422044,-15.51686592,56:14.0,1,0.321185741,653826.6565,-1716010.421,653826.6562,-1716010.1
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(12, 4)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51422,28.43421,37.89,27.44,44.17,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43421_-15_51422_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(12, 4)",-15.51687173,28.4342053,27.44,44.17,E:\AT\Zambia_RGB\DJI_20231018135616_0349_W.JPG,DJI_20231018135616_0349_W,E:\AT\Zambia_RGB,1371.86,,0,28.43419225,-15.51686561,56:16.0,1,0.870381325,653824.4164,-1716010.423,653823.6319,-1716010.046
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(6, 10)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51419,28.43428,40.03,30.77,45.07,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43428_-15_51419_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(6, 10)",-15.51683764,28.43427329,30.77,45.07,E:\AT\Zambia_RGB\DJI_20231018135143_0212_W.JPG,DJI_20231018135143_0212_W,E:\AT\Zambia_RGB,1371.85,,0,28.43426069,-15.51681433,51:43.0,1,2.391044932,653831.7359,-1716006.7,653831.0122,-1716004.422
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(6, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51419,28.4343,40.11,30.92,44.52,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43430_-15_51419_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(6, 12)",-15.51683748,28.43429604,30.92,44.52,E:\AT\Zambia_RGB\DJI_20231018135145_0213_W.JPG,DJI_20231018135145_0213_W,E:\AT\Zambia_RGB,1371.87,,0,28.43428914,-15.5168145,51:45.0,1,2.240885409,653834.1768,-1716006.698,653834.0635,-1716004.46
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(3, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51417,28.43434,43.27,35.01,51.2,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43434_-15_51417_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(3, 15)",-15.51682044,28.43433004,35.01,51.2,E:\AT\Zambia_RGB\DJI_20231018135149_0215_W.JPG,DJI_20231018135149_0215_W,E:\AT\Zambia_RGB,1371.88,,0,28.4343425,-15.51681386,51:49.0,1,0.837463991,653839.0569,-1716004.836,653839.7882,-1716004.428
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(8, 11)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5142,28.43429,43.37,34.79,48.05,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43429_-15_51420_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(8, 11)",-15.51684876,28.43428476,34.79,48.05,E:\AT\Zambia_RGB\DJI_20231018135610_0346_W.JPG,DJI_20231018135610_0346_W,E:\AT\Zambia_RGB,1371.86,,0,28.43427589,-15.51686597,56:10.0,1,1.627097621,653832.9579,-1716008.558,653832.6039,-1716010.146
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(11, 8)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51422,28.43426,41.04,34.12,52.26,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43426_-15_51422_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(11, 8)",-15.5168658,28.43425076,34.12,52.26,E:\AT\Zambia_RGB\DJI_20231018135613_0347_W.JPG,DJI_20231018135613_0347_W,E:\AT\Zambia_RGB,1371.87,,0,28.43424792,-15.516866,56:13.0,1,0,653829.6032,-1716010.129,653829.6032,-1716010.129
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(3, 13)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51417,28.43432,42,32.55,46.13,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43432_-15_51417_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(3, 13)",-15.5168206,28.43430729,32.55,46.13,E:\AT\Zambia_RGB\DJI_20231018135147_0214_W.JPG,DJI_20231018135147_0214_W,E:\AT\Zambia_RGB,1371.85,,0,28.43431517,-15.51681406,51:47.0,1,0.473532886,653836.6161,-1716004.838,653836.8559,-1716004.43
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(7, 10)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5142,28.43428,42.68,30.35,48.3,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43428_-15_51420_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(7, 10)",-15.51684324,28.43427334,30.35,48.3,E:\AT\Zambia_RGB\DJI_20231018135610_0346_W.JPG,DJI_20231018135610_0346_W,E:\AT\Zambia_RGB,1371.86,,0,28.43427589,-15.51686597,56:10.0,1,2.207238358,653832.6021,-1716007.938,653832.6039,-1716010.146
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(8, 10)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5142,28.43428,42.93,34.63,46.28,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43428_-15_51420_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(8, 10)",-15.51684884,28.43427338,34.63,46.28,E:\AT\Zambia_RGB\DJI_20231018135610_0346_W.JPG,DJI_20231018135610_0346_W,E:\AT\Zambia_RGB,1371.86,,0,28.43427589,-15.51686597,56:10.0,1,1.5878475,653832.6026,-1716008.558,653832.6039,-1716010.146
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(8, 9)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5142,28.43427,43.04,35.4,46.46,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43427_-15_51420_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(8, 9)",-15.51684892,28.434262,35.4,46.46,E:\AT\Zambia_RGB\DJI_20231018135610_0346_W.JPG,DJI_20231018135610_0346_W,E:\AT\Zambia_RGB,1371.86,,0,28.43427589,-15.51686597,56:10.0,1,1.808269325,653831.7374,-1716008.559,653832.6039,-1716010.146
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(7, 9)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5142,28.43427,43.15,29.79,47.28,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43427_-15_51420_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(7, 9)",-15.51684332,28.43426196,29.79,47.28,E:\AT\Zambia_RGB\DJI_20231018135610_0346_W.JPG,DJI_20231018135610_0346_W,E:\AT\Zambia_RGB,1371.86,,0,28.43427589,-15.51686597,56:10.0,1,2.370761132,653831.7369,-1716007.939,653832.6039,-1716010.146
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(7, 8)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5142,28.43426,42.72,29.64,46.69,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43426_-15_51420_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(7, 8)",-15.51684341,28.43425058,29.64,46.69,E:\AT\Zambia_RGB\DJI_20231018135613_0347_W.JPG,DJI_20231018135613_0347_W,E:\AT\Zambia_RGB,1371.87,,0,28.43424792,-15.516866,56:13.0,1,2.187750258,653829.6014,-1716007.941,653829.6032,-1716010.129
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(8, 8)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5142,28.43426,43.25,35.44,46.51,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43426_-15_51420_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(8, 8)",-15.51684901,28.43425063,35.44,46.51,E:\AT\Zambia_RGB\DJI_20231018135613_0347_W.JPG,DJI_20231018135613_0347_W,E:\AT\Zambia_RGB,1371.87,,0,28.43424792,-15.516866,56:13.0,1,1.568362683,653829.6019,-1716008.56,653829.6032,-1716010.129
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(8, 7)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5142,28.43425,43.03,35.03,48.37,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43425_-15_51420_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(8, 7)",-15.51684909,28.43423925,35.03,48.37,E:\AT\Zambia_RGB\DJI_20231018135613_0347_W.JPG,DJI_20231018135613_0347_W,E:\AT\Zambia_RGB,1371.87,,0,28.43424792,-15.516866,56:13.0,1,1.597813617,653829.2966,-1716008.561,653829.6032,-1716010.129
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(7, 7)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5142,28.43425,42.71,30.73,46.94,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43425_-15_51420_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(7, 7)",-15.51684349,28.43423921,30.73,46.94,E:\AT\Zambia_RGB\DJI_20231018135613_0347_W.JPG,DJI_20231018135613_0347_W,E:\AT\Zambia_RGB,1371.87,,0,28.43424792,-15.516866,56:13.0,1,2.208958151,653829.2961,-1716007.941,653829.6032,-1716010.129
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(7, 6)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5142,28.43424,42.91,30.98,46.86,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43424_-15_51420_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(7, 6)",-15.51684357,28.43422783,30.98,46.86,E:\AT\Zambia_RGB\DJI_20231018135614_0348_W.JPG,DJI_20231018135614_0348_W,E:\AT\Zambia_RGB,1371.87,,0,28.43422044,-15.51686592,56:14.0,1,2.165700089,653826.8552,-1716007.943,653826.6562,-1716010.1
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(8, 6)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5142,28.43424,43.08,30.46,46.95,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43424_-15_51420_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(8, 6)",-15.51684917,28.43422787,30.46,46.95,E:\AT\Zambia_RGB\DJI_20231018135614_0348_W.JPG,DJI_20231018135614_0348_W,E:\AT\Zambia_RGB,1371.87,,0,28.43422044,-15.51686592,56:14.0,1,1.550031605,653826.8557,-1716008.563,653826.6562,-1716010.1
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(4, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51418,28.43434,42.34,36.12,46.54,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43434_-15_51418_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(4, 15)",-15.51682603,28.43433009,36.12,46.54,E:\AT\Zambia_RGB\DJI_20231018135149_0215_W.JPG,DJI_20231018135149_0215_W,E:\AT\Zambia_RGB,1371.88,,0,28.4343425,-15.51681386,51:49.0,1,1.26091853,653839.0574,-1716005.456,653839.7882,-1716004.428
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(11, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51422,28.43434,39.17,28.82,43.62,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43434_-15_51422_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(11, 15)",-15.51686522,28.43433039,28.82,43.62,E:\AT\Zambia_RGB\DJI_20231018135606_0344_W.JPG,DJI_20231018135606_0344_W,E:\AT\Zambia_RGB,1371.9,,0,28.43433364,-15.51686614,56:06.0,1,0,653838.7989,-1716010.206,653838.7989,-1716010.206
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T11,"(11, 13)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51422,28.43431,40.01,33.71,43.9,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43431_-15_51422_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T11,"(11, 13)",-15.51686538,28.43430764,33.71,43.9,E:\AT\Zambia_RGB\DJI_20231018135609_0345_W.JPG,DJI_20231018135609_0345_W,E:\AT\Zambia_RGB,1371.76,,0,28.43430397,-15.51686619,56:09.0,1,0,653835.6164,-1716010.19,653835.6164,-1716010.19
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T24,"(7, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5141,28.43605,44.96,24.87,51.3,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43605_-15_51410_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T24,"(7, 15)",-15.51674338,28.43604319,24.87,51.3,E:\AT\Zambia_RGB\DJI_20231018133055_0471_W.JPG,DJI_20231018133055_0471_W,E:\AT\Zambia_RGB,1371.97,,0,28.43603789,-15.516764,30:55.0,1,1.967436267,654021.6946,-1715998.163,654021.6962,-1716000.13
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T24,"(12, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51413,28.43605,43.41,33.72,52.55,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43605_-15_51413_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T24,"(12, 15)",-15.51677137,28.4360434,33.72,52.55,E:\AT\Zambia_RGB\DJI_20231018133055_0471_W.JPG,DJI_20231018133055_0471_W,E:\AT\Zambia_RGB,1371.97,,0,28.43603789,-15.516764,30:55.0,1,0.510126822,654021.6966,-1716000.641,654021.6962,-1716000.13
Unknown Area Type,Broken_Glass (1).kml,BLOCK-1,B1/T67,"(10, 6)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51378,28.43509,37.9,28.89,41.87,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-1/28_43509_-15_51378_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B1/T67,"(10, 6)",-15.51642333,28.43508127,28.89,41.87,E:\AT\Zambia_RGB\DJI_20231018122358_0252_W.JPG,DJI_20231018122358_0252_W,E:\AT\Zambia_RGB,1369.3,,0,28.43508589,-15.51641056,23:58.0,1,1.100245398,653919.8344,-1715961.441,653919.8335,-1715960.341
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T84,"(12, 1)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51216,28.434,39.71,30.72,44.84,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43400_-15_51216_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T84,"(12, 1)",-15.51480751,28.43398401,30.72,44.84,E:\AT\Zambia_RGB\DJI_20231015114106_0277_W.JPG,DJI_20231015114106_0277_W,E:\AT\Zambia_RGB,1358.19,,0,28.43398978,-15.51478439,41:06.0,1,2.245540239,653803.4257,-1715781.88,653803.4539,-1715779.635
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T87,"(12, 1)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51208,28.43434,37.81,29.7,44.57,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43434_-15_51208_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T87,"(12, 1)",-15.51472018,28.43432677,29.7,44.57,E:\AT\Zambia_RGB\DJI_20231015112018_0581_W.JPG,DJI_20231015112018_0581_W,E:\AT\Zambia_RGB,1358.29,,0,28.43433814,-15.51473394,20:18.0,1,1.361046703,653840.2633,-1715773.082,653840.8617,-1715774.304
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T89,"(3, 9)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51202,28.43477,41.05,33.17,51.04,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43477_-15_51202_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T89,"(3, 9)",-15.5146682,28.43476138,33.17,51.04,E:\AT\Zambia_RGB\DJI_20231015111631_0467_W.JPG,DJI_20231015111631_0467_W,E:\AT\Zambia_RGB,1358.26,,0,28.43476956,-15.51468336,16:31.0,1,1.398462197,653886.9221,-1715767.643,653887.1794,-1715769.018
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T121,"(6, 1)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51178,28.43519,35.28,28.59,38.72,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43519_-15_51178_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T121,"(6, 1)",-15.51442343,28.43518145,28.59,38.72,E:\AT\Zambia_RGB\DJI_20231015100530_0357_W.JPG,DJI_20231015100530_0357_W,E:\AT\Zambia_RGB,1360.9,,0,28.43517103,-15.51443069,05:30.0,1,0.708685876,653930.95,-1715740.865,653930.4347,-1715741.351
